row_number,year,unc_status,comp_major,primary_major,data_science,prereqs,prior_exp,AP_Principles,AP_A,other_comp,prior_time,languages,section,in_person_classes,hours_online_social,hours_online_work,lesson_time,sync_perf,all_sync,own_notes,own_examples,oh_visits,ls_effective,lsqs_effective,programming_effective,qz_effective,oh_effective,tutoring_effective,kaki_effective,pace,difficulty,understanding,interesting,valuable,would_recommend
95,23,Returning UNC Student,No,Statistics ,Maybe,"MATH 152, MATH 231, STOR 155",None to less than one month!,,,,,,In-Person,,3 to 5 hours,0 to 2 hours,6,7,6,7,5,1,5,6,7,7,7,7,7,6,6,4,6,7,7
96,24,Returning UNC Student,No,Statistics ,Maybe,"MATH 231, MATH 232, MATH 233, MATH 347 for Applications, MATH 381, STOR 155",2-6 months,No,No,NCSSM intro to data science class (we used R),None to less than one month!,"Python, R / Matlab / SAS",In-Person,,3 to 5 hours,3 to 5 hours,6,1,1,6,6,1,6,6,6,4,,,7,6,5,4,6,5,7
97,21,Returning UNC Student,No,Statistics ,No,"MATH 129P, MATH 231, MATH 232, MATH 233, MATH 347 for Applications, STOR 113, STOR 155",7-12 months,No,No,No,1 month or so,"Python, R / Matlab / SAS",In-Person,,3 to 5 hours,5 to 10 hours,6,2,1,6,7,0,6,5,7,6,7,4,7,4,2,6,7,7,7
98,24,Returning UNC Student,No,Statistics ,No,"MATH 129P, MATH 231, MATH 232, MATH 233, STOR 155",None to less than one month!,,,,,,Remote,Yes,3 to 5 hours,10+ hours,5,7,5,6,1,1,2,3,6,4,7,7,7,5,7,2,7,7,3
99,23,Returning UNC Student,No,Statistics ,No,"MATH 231, MATH 232, MATH 233, STOR 113, STOR 155",2-6 months,No,No,None,1 month or so,"R / Matlab / SAS, HTML / CSS",In-Person,,3 to 5 hours,5 to 10 hours,4,1,1,7,6,0,7,3,7,5,7,7,3,4,4,6,7,7,7
100,24,Returning UNC Student,No,Statistics ,No,"MATH 130, MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,Remote,Yes,3 to 5 hours,3 to 5 hours,2,3,4,6,5,1,6,5,6,5,6,,6,5,6,5,6,7,6
101,23,Returning UNC Student,No,Statistics ,Maybe,"MATH 129P, MATH 130, MATH 231, MATH 232, MATH 233, MATH 347 for Applications, MATH 381, STOR 113, STOR 155",None to less than one month!,,,,,,In-Person,,3 to 5 hours,5 to 10 hours,4,1,1,6,5,1,5,4,4,5,5,5,5,5,6,4,5,6,6
102,24,Returning UNC Student,No,Statistics ,No,"MATH 231, MATH 232",2-6 months,No,No,On-line course,None to less than one month!,HTML / CSS,In-Person,,5 to 10 hours,5 to 10 hours,5,7,7,5,4,1,2,3,7,2,1,,7,6,6,2,6,7,3
103,24,Returning UNC Student,No,Statistics ,Maybe,"MATH 129P, MATH 231, MATH 232, MATH 233, STOR 155",None to less than one month!,,,,,,In-Person,,3 to 5 hours,5 to 10 hours,5,2,2,6,6,0,6,6,6,6,6,,,6,5,4,5,6,6
104,24,Returning UNC Student,No,Statistics ,Maybe,"MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,In-Person,,0 to 2 hours,5 to 10 hours,7,4,4,4,6,5,6,6,6,6,7,6,7,6,6,4,5,7,6
105,24,Returning UNC Student,No,Statistics ,Maybe,"MATH 130, MATH 231, STOR 120",None to less than one month!,,,,,,Remote,Yes,0 to 2 hours,5 to 10 hours,3,4,3,7,4,2,6,1,7,5,7,7,5,5,5,4,6,6,5
106,24,Returning UNC Student,No,Statistics ,Maybe,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232, STOR 120, STOR 155",2-6 months,No,No,UNC,None to less than one month!,Python,In-Person,,3 to 5 hours,3 to 5 hours,7,1,1,6,6,1,6,4,6,6,6,4,6,6,5,3,2,4,4
107,24,Returning UNC Student,No,Undecided,No,"MATH 130, MATH 231",None to less than one month!,,,,,,In-Person,,3 to 5 hours,3 to 5 hours,5,4,1,7,5,0,7,5,7,6,,,7,4,5,6,7,7,7
108,24,Returning UNC Student,No,Undecided,Maybe,"MATH 130, MATH 231",None to less than one month!,,,,,,In-Person,,5 to 10 hours,5 to 10 hours,6,4,2,7,5,1,5,4,3,3,5,5,6,7,5,3,7,7,7
109,24,Returning UNC Student,No,Undecided,Maybe,"MATH 231, STOR 151",None to less than one month!,,,,,,Remote,Yes,3 to 5 hours,3 to 5 hours,3,6,3,7,5,2,4,6,6,3,6,5,6,5,5,3,6,6,5
110,24,Returning UNC Student,No,Undecided,Maybe,MATH 231,None to less than one month!,,,,,,In-Person,,5 to 10 hours,3 to 5 hours,6,3,3,7,4,0,5,1,7,3,,,,5,5,4,7,6,7
111,25,Incoming First-year Student,No,Undecided,No,"MATH 129P, MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,In-Person,,3 to 5 hours,3 to 5 hours,7,4,4,7,5,1,5,6,7,5,6,,6,4,3,6,7,6,7
112,24,Returning UNC Student,No,Undecided,No,MATH 130,7-12 months,No,No,Another college or community college,None to less than one month!,Python,Remote,Yes,3 to 5 hours,3 to 5 hours,2,1,1,7,3,2,5,5,5,3,5,,,7,6,3,3,5,4
113,24,Returning UNC Student,Yes - Minor,Undecided,Maybe,"MATH 130, MATH 231, MATH 232",None to less than one month!,,,,,,In-Person,,3 to 5 hours,5 to 10 hours,7,3,3,7,5,3,3,5,6,3,5,,,4,6,3,7,7,7
114,22,Returning UNC Student,No,Undecided,No,"MATH 232, STOR 155",None to less than one month!,,,,,,In-Person,,3 to 5 hours,3 to 5 hours,1,4,2,7,4,1,6,6,4,5,6,,6,5,5,3,6,7,5
115,22,Returning UNC Student,No,Undecided,No,"MATH 231, PSYC 210",None to less than one month!,,,,,,Remote,Yes,0 to 2 hours,3 to 5 hours,1,5,5,7,5,0,6,4,6,5,7,,,5,5,5,5,4,5
116,24,Returning UNC Student,No,Undecided,No,MATH 231,None to less than one month!,,,,,,In-Person,,3 to 5 hours,3 to 5 hours,6,3,3,7,6,3,2,1,5,3,6,6,,6,5,3,5,6,6
117,24,Returning UNC Student,No,Undecided,Maybe,"MATH 231, MATH 232, STOR 155",Over 2 years,No,No,None,None to less than one month!,Python,In-Person,,3 to 5 hours,3 to 5 hours,3,2,1,5,2,1,5,6,5,6,7,4,7,4,2,5,6,7,7
118,24,Returning UNC Student,No,Undecided,No,"MATH 231, MATH 232, MATH 233, STOR 151, STOR 155",None to less than one month!,,,,,,In-Person,,3 to 5 hours,3 to 5 hours,6,4,5,6,2,0,7,6,6,5,,,7,5,5,5,6,5,5
119,24,Returning UNC Student,No,Undecided,No,"MATH 231, STOR 155",None to less than one month!,,,,,,Remote,Yes,0 to 2 hours,3 to 5 hours,5,7,7,7,4,2,5,5,3,6,7,,6,6,6,3,5,5,4
120,24,Returning UNC Student,No,Undecided,No,MATH 130,None to less than one month!,,,,,,In-Person,,3 to 5 hours,0 to 2 hours,6,6,5,7,4,2,4,2,4,5,5,,5,5,5,4,6,5,5
121,24,Returning UNC Student,No,Undecided,Maybe,MATH 232,None to less than one month!,,,,,,In-Person,,3 to 5 hours,3 to 5 hours,4,5,3,6,5,0,5,4,5,2,,,,6,6,3,6,6,4
122,24,Returning UNC Student,No,Undecided,Maybe,"MATH 129P, MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,In-Person,,5 to 10 hours,3 to 5 hours,1,1,1,6,4,0,7,5,6,2,,,4,4,2,6,5,4,4
123,24,Returning UNC Student,No,Undecided,No,MATH 231,2-6 months,Yes,No,High school course (IB or other),1 month or so,Python,In-Person,,3 to 5 hours,5 to 10 hours,6,3,3,7,4,1,7,7,7,7,7,,7,5,4,4,7,7,7
124,24,Returning UNC Student,No,Undecided,Maybe,"MATH 129P, MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,,Yes,3 to 5 hours,5 to 10 hours,4,5,3,3,5,1,4,3,7,3,,,,4,4,2,7,5,6
